Time,PPG,ECG,Resp
400,0.428152493,0.485221675,0.115621156
400.008,0.425219941,0.490147783,0.10701107
400.016,0.420332356,0.495073892,0.098400984
400.024,0.41544477,0.495073892,0.09102091
400.032,0.411534702,0.495073892,0.083640836
400.04,0.408602151,0.490147783,0.076260763
400.048,0.403714565,0.490147783,0.070110701
400.056,0.399804497,0.495073892,0.06396064
400.064,0.396871945,0.5,0.057810578
400.072,0.394916911,0.490147783,0.052890529
400.08,0.39198436,0.475369458,0.049200492
400.088,0.391006843,0.465517241,0.044280443
400.096,0.390029326,0.454433498,0.040590406
400.104,0.389051808,0.449507389,0.038130381
400.112,0.390029326,0.449507389,0.035670357
400.12,0.39198436,0.449507389,0.034440344
400.128,0.394916911,0.454433498,0.03198032
400.136,0.399804497,0.465517241,0.030750308
400.144,0.404692082,0.475369458,0.029520295
400.152,0.412512219,0.480295567,0.028290283
400.16,0.421309873,0.480295567,0.025830258
400.168,0.431085044,0.475369458,0.024600246
400.176,0.441837732,0.475369458,0.022140221
400.184,0.453567937,0.47044335,0.020910209
400.192,0.46627566,0.47044335,0.019680197
400.2,0.478005865,0.47044335,0.017220172
400.208,0.490713587,0.475369458,0.01599016
400.216,0.504398827,0.480295567,0.01599016
400.224,0.517106549,0.480295567,0.014760148
400.232,0.527859238,0.480295567,0.012300123
400.24,0.536656891,0.475369458,0.011070111
400.248,0.545454545,0.47044335,0.008610086
400.256,0.552297165,0.460591133,0.007380074
400.264,0.557184751,0.454433498,0.004920049
400.272,0.561094819,0.449507389,0.002460025
400.28,0.563049853,0.449507389,0
400.288,0.563049853,0.460591133,-0.001230012
400.296,0.561094819,0.475369458,-0.003690037
400.304,0.559139785,0.485221675,-0.004920049
400.312,0.556207234,0.490147783,-0.007380074
400.32,0.552297165,0.490147783,-0.008610086
400.328,0.54740958,0.480295567,-0.009840098
400.336,0.543499511,0.475369458,-0.011070111
400.344,0.539589443,0.47044335,-0.012300123
400.352,0.535679374,0.47044335,-0.012300123
400.36,0.531769306,0.475369458,-0.012300123
400.368,0.528836755,0.47044335,-0.013530135
400.376,0.524926686,0.47044335,-0.013530135
400.384,0.521994135,0.47044335,-0.013530135
400.392,0.518084066,0.460591133,-0.012300123
400.4,0.515151515,0.454433498,-0.011070111
400.408,0.511241447,0.449507389,-0.009840098
400.416,0.508308895,0.449507389,-0.008610086
400.424,0.506353861,0.444581281,-0.007380074
400.432,0.504398827,0.444581281,-0.006150062
400.44,0.501466276,0.454433498,-0.003690037
400.448,0.498533724,0.465517241,-0.002460025
400.456,0.494623656,0.475369458,0
400.464,0.490713587,0.485221675,0.001230012
400.472,0.486803519,0.490147783,0.002460025
400.48,0.482893451,0.480295567,0.003690037
400.488,0.478005865,0.475369458,0.004920049
400.496,0.474095797,0.47044335,0.006150062
400.504,0.470185728,0.490147783,0.007380074
400.512,0.46627566,0.61453202,0.007380074
400.52,0.463343109,0.795566502,0.008610086
400.528,0.461388074,0.854679803,0.011070111
400.536,0.460410557,0.764778325,0.012300123
400.544,0.45943304,0.650246305,0.013530135
400.552,0.457478006,0.584975369,0.014760148
400.56,0.455522972,0.534482759,0.01599016
400.568,0.453567937,0.465517241,0.017220172
400.576,0.451612903,0.405172414,0.018450185
400.584,0.447702835,0.369458128,0.019680197
400.592,0.444770283,0.359605911,0.020910209
400.6,0.441837732,0.36453202,0.020910209
400.608,0.438905181,0.369458128,0.022140221
400.616,0.436950147,0.380541872,0.023370234
400.624,0.434995112,0.390394089,0.024600246
400.632,0.433040078,0.390394089,0.025830258
400.64,0.432062561,0.390394089,0.027060271
400.648,0.430107527,0.395320197,0.028290283
400.656,0.428152493,0.400246305,0.029520295
400.664,0.426197458,0.400246305,0.029520295
400.672,0.424242424,0.400246305,0.030750308
400.68,0.42228739,0.405172414,0.03198032
400.688,0.419354839,0.410098522,0.033210332
400.696,0.417399804,0.415024631,0.034440344
400.704,0.41544477,0.415024631,0.035670357
400.712,0.413489736,0.424876847,0.036900369
400.72,0.411534702,0.429802956,0.038130381
400.728,0.409579668,0.439655172,0.039360394
400.736,0.407624633,0.454433498,0.040590406
400.744,0.406647116,0.465517241,0.040590406
400.752,0.404692082,0.485221675,0.041820418
400.76,0.403714565,0.509852217,0.043050431
400.768,0.401759531,0.524630542,0.044280443
400.776,0.400782014,0.52955665,0.045510455
400.784,0.398826979,0.534482759,0.046740467
400.792,0.396871945,0.519704433,0.04797048
400.8,0.395894428,0.514778325,0.04797048
400.808,0.393939394,0.504926108,0.049200492
400.816,0.393939394,0.495073892,0.049200492
400.824,0.393939394,0.485221675,0.050430504
400.832,0.393939394,0.475369458,0.050430504
400.84,0.394916911,0.460591133,0.050430504
400.848,0.394916911,0.449507389,0.050430504
400.856,0.394916911,0.434729064,0.050430504
400.864,0.392961877,0.419950739,0.050430504
400.872,0.39198436,0.405172414,0.050430504
400.88,0.390029326,0.390394089,0.050430504
400.888,0.390029326,0.380541872,0.050430504
400.896,0.389051808,0.380541872,0.050430504
400.904,0.389051808,0.38546798,0.050430504
400.912,0.389051808,0.390394089,0.050430504
400.92,0.389051808,0.395320197,0.050430504
400.928,0.389051808,0.400246305,0.050430504
400.936,0.390029326,0.38546798,0.051660517
400.944,0.390029326,0.369458128,0.051660517
400.952,0.391006843,0.354679803,0.052890529
400.96,0.391006843,0.344827586,0.052890529
400.968,0.391006843,0.334975369,0.054120541
400.976,0.391006843,0.320197044,0.055350554
400.984,0.391006843,0.305418719,0.056580566
400.992,0.39198436,0.295566502,0.057810578
401,0.392961877,0.274630542,0.05904059
401.008,0.394916911,0.259852217,0.061500615
401.016,0.399804497,0.254926108,0.062730627
401.024,0.406647116,0.240147783,0.06396064
401.032,0.414467253,0.235221675,0.066420664
401.04,0.423264907,0.225369458,0.070110701
401.048,0.434995112,0.225369458,0.072570726
401.056,0.449657869,0.230295567,0.076260763
401.064,0.465298143,0.300492611,0.0799508
401.072,0.479960899,0.475369458,0.082410824
401.08,0.495601173,0.63546798,0.084870849
401.088,0.51026393,0.650246305,0.087330873
401.096,0.523949169,0.504926108,0.089790898
401.104,0.536656891,0.415024631,0.09102091
401.112,0.548387097,0.380541872,0.092250923
401.12,0.560117302,0.334975369,0.093480935
401.128,0.569892473,0.269704433,0.093480935
401.136,0.57771261,0.230295567,0.093480935
401.144,0.583577713,0.210591133,0.093480935
401.152,0.588465298,0.194581281,0.092250923
401.16,0.590420332,0.189655172,0.092250923
401.168,0.591397849,0.174876847,0.09102091
401.176,0.590420332,0.165024631,0.089790898
401.184,0.589442815,0.150246305,0.089790898
401.192,0.587487781,0.13546798,0.088560886
401.2,0.585532747,0.130541872,0.088560886
401.208,0.583577713,0.130541872,0.087330873
401.216,0.581622678,0.145320197,0.087330873
401.224,0.579667644,0.155172414,0.086100861
401.232,0.57771261,0.169950739,0.086100861
401.24,0.574780059,0.174876847,0.086100861
401.248,0.571847507,0.179802956,0.087330873
401.256,0.566959922,0.184729064,0.087330873
401.264,0.562072336,0.189655172,0.088560886
401.272,0.558162268,0.199507389,0.09102091
401.28,0.554252199,0.210591133,0.092250923
401.288,0.550342131,0.22044335,0.094710947
401.296,0.546432063,0.245073892,0.098400984
401.304,0.541544477,0.254926108,0.100861009
401.312,0.537634409,0.259852217,0.104551046
401.32,0.532746823,0.269704433,0.108241082
401.328,0.529814272,0.259852217,0.111931119
401.336,0.52688172,0.25,0.114391144
401.344,0.523949169,0.230295567,0.118081181
401.352,0.521016618,0.210591133,0.121771218
401.36,0.518084066,0.189655172,0.125461255
401.368,0.515151515,0.189655172,0.127921279
401.376,0.512218964,0.194581281,0.131611316
401.384,0.509286413,0.204433498,0.134071341
401.392,0.506353861,0.199507389,0.137761378
401.4,0.50342131,0.194581281,0.140221402
401.408,0.499511241,0.194581281,0.143911439
401.416,0.495601173,0.199507389,0.146371464
401.424,0.491691105,0.199507389,0.148831488
401.432,0.488758553,0.199507389,0.150061501
401.44,0.484848485,0.194581281,0.152521525
401.448,0.481915934,0.184729064,0.153751538
